mcf-154,dussart      ,123,DUSSART      ,,ERIC        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,25/05/1963,62270,99100,France,Bordeaux,33044,rue du vergne
mcf-155,alizier      ,123,ALIZIER      ,,ERIC        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,18/08/1963,62524,99100,France,Bordeaux,33044,rue du vergne
mcf-156,guery        ,123,GUERY        ,,CHRISTOPHE  ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,22/10/1963,62498,99100,France,Bordeaux,33044,rue du vergne
mcf-157,gueret       ,123,GUERET       ,,PATRICK     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,06/12/1963,62637,99100,France,Bordeaux,33044,rue du vergne
mcf-158,cordonnier   ,123,CORDONNIER   ,,ROLAND      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,18/04/1964,62276,99100,France,Bordeaux,33044,rue du vergne
mcf-159,dessailly    ,123,DESSAILLY    ,,PATRICK     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,11/07/1964,62065,99100,France,Bordeaux,33044,rue du vergne
mcf-160,boucher      ,123,BOUCHER      ,,BERNARD     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,05/10/1964,62193,99100,France,Bordeaux,33044,rue du vergne
mcf-161,decarpentries,123,DECARPENTRIES,,JEAN        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,24/11/1964,59509,99100,France,Bordeaux,33044,rue du vergne
mcf-162,guerin       ,123,GUERIN       ,,LAURENT     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,03/11/1964,62160,99100,France,Bordeaux,33044,rue du vergne
mcf-163,boinet       ,123,BOINET       ,,PATRICK     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,30/01/1965,62119,99100,France,Bordeaux,33044,rue du vergne
mcf-164,devillers    ,123,DEVILLERS    ,,GILBERT     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,24/05/1965,62767,99100,France,Bordeaux,33044,rue du vergne
mcf-165,coille       ,123,COILLE       ,,BRUNO       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,26/06/1965,62587,99100,France,Bordeaux,33044,rue du vergne
mcf-166,bottiau      ,123,BOTTIAU      ,,FABRICE     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,16/06/1966,62498,99100,France,Bordeaux,33044,rue du vergne
mcf-167,dendrael     ,123,DENDRAEL     ,,JEAN-PIERRE ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,16/08/1966,62065,99100,France,Bordeaux,33044,rue du vergne
mcf-168,carre        ,123,CARRE        ,,DOMINIQUE   ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,22/08/1966,62510,99100,France,Bordeaux,33044,rue du vergne
mcf-169,desse        ,123,DESSE        ,,DAVID       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,17/11/1966,62160,99100,France,Bordeaux,33044,rue du vergne
mcf-170,dequeant     ,123,DEQUEANT     ,,JEAN-CLAUDE ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,03/11/1966,62753,99100,France,Bordeaux,33044,rue du vergne
mcf-171,ezeque       ,123,EZEQUE       ,,STEPHANE    ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,27/05/1967,62160,99100,France,Bordeaux,33044,rue du vergne
mcf-172,benoit       ,123,BENOIT       ,,YVES-NOEL   ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,23/12/1967,62608,99100,France,Bordeaux,33044,rue du vergne
mcf-173,lefebvre     ,123,LEFEBVRE     ,,PHILIPPE    ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,12/03/1968,62193,99100,France,Bordeaux,33044,rue du vergne
mcf-174,fournier     ,123,FOURNIER     ,,CHRISTOPHE  ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,22/08/1968,59017,99100,France,Bordeaux,33044,rue du vergne
mcf-175,even         ,123,EVEN         ,,JEAN-PIERRE ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,15/03/1959,89206,99100,France,Bordeaux,33044,rue du vergne
mcf-176,loridan      ,123,LORIDAN      ,,DANIEL      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,16/10/1959,59650,99100,France,Bordeaux,33044,rue du vergne
mcf-177,de sauw      ,123,DE SAUW      ,,GERARD      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,10/06/1960,59140,99100,France,Bordeaux,33044,rue du vergne
mcf-178,vancaeneghem ,123,VANCAENEGHEM ,,MICHEL      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,10/12/1960,59512,99100,France,Bordeaux,33044,rue du vergne
mcf-179,allard       ,123,ALLARD       ,,PATRICK     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,12/04/1961,59606,99100,France,Bordeaux,33044,rue du vergne
mcf-180,pilliard     ,123,PILLIARD     ,,BRUNO       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,18/06/1961,59350,99100,France,Bordeaux,33044,rue du vergne
mcf-181,outters      ,123,OUTTERS      ,,PATRICK     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,11/08/1963,59183,99100,France,Bordeaux,33044,rue du vergne
mcf-182,benaissa     ,123,BENAISSA     ,,ABDERRAHMANE,male  ,BAL-CPF-PREX@caissedesdepots.fr,,07/12/1963,62907,99100,France,Bordeaux,33044,rue du vergne
mcf-183,saad-saoud   ,123,SAAD-SAOUD   ,,RACHID      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,09/05/1964,59512,99100,France,Bordeaux,33044,rue du vergne
mcf-184,laouar       ,123,LAOUAR       ,,MOKHTAR     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,21/06/1965,59599,99100,France,Bordeaux,33044,rue du vergne
mcf-185,willoqueaux  ,123,WILLOQUEAUX  ,,OLIVIER     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,05/08/1965,59512,99100,France,Bordeaux,33044,rue du vergne
mcf-186,magnier      ,123,MAGNIER      ,,FREDERIC    ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,07/03/1966,59599,99100,France,Bordeaux,33044,rue du vergne
mcf-187,beddiaf      ,123,BEDDIAF      ,,FOUSI       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,01/11/1966,59452,99100,France,Bordeaux,33044,rue du vergne
mcf-188,oudoire      ,123,OUDOIRE      ,,BRUNO       ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,10/02/1967,59043,99100,France,Bordeaux,33044,rue du vergne
mcf-189,cordenier    ,123,CORDENIER    ,,ARNAUD      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,18/02/1967,59183,99100,France,Bordeaux,33044,rue du vergne
mcf-190,omari        ,123,OMARI        ,,ALI         ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,16/02/1967,91900,99100,France,Bordeaux,33044,rue du vergne
mcf-191,aubry        ,123,AUBRY        ,,ROMUALD     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,16/10/1967,11069,99100,France,Bordeaux,33044,rue du vergne
mcf-192,christiaens  ,123,CHRISTIAENS  ,,THIERRY     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,15/10/1967,59373,99100,France,Bordeaux,33044,rue du vergne
mcf-193,darras       ,123,DARRAS       ,,EDDY        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,10/06/1968,59512,99100,France,Bordeaux,33044,rue du vergne
mcf-194,bayonne      ,123,BAYONNE      ,,CHRISTOPHE  ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,24/07/1968,59560,99100,France,Bordeaux,33044,rue du vergne
mcf-195,chavagnac    ,123,CHAVAGNAC    ,,FREDERIC    ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,10/09/1968,59350,99100,France,Bordeaux,33044,rue du vergne
mcf-196,calzas       ,123,CALZAS       ,,MICHEL      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,23/03/1969,59178,99100,France,Bordeaux,33044,rue du vergne
mcf-197,bohler       ,123,BOHLER       ,,MANUEL      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,22/09/1969,57672,99100,France,Bordeaux,33044,rue du vergne
mcf-198,baguenane    ,123,BAGUENANE    ,,NASSER      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,15/09/1969,59178,99100,France,Bordeaux,33044,rue du vergne
mcf-199,cousin       ,123,COUSIN       ,,MANUEL      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,15/09/1969,59350,99100,France,Bordeaux,33044,rue du vergne
mcf-200,ogier        ,123,OGIER        ,,MARC        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,18/11/1969,56121,99100,France,Bordeaux,33044,rue du vergne
mcf-201,salio        ,123,SALIO        ,,CHRISTOPHE  ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,20/06/1970,2722,99100,France,Bordeaux,33044,rue du vergne
mcf-202,bernard      ,123,BERNARD      ,,BENOIT      ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,21/02/1971,1269,99100,France,Bordeaux,33044,rue du vergne
mcf-203,coquerel     ,123,COQUEREL     ,,FREDERIC    ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,09/02/1971,59178,99100,France,Bordeaux,33044,rue du vergne
mcf-204,carlier      ,123,CARLIER      ,,ERIC        ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,12/04/1971,59067,99100,France,Bordeaux,33044,rue du vergne
mcf-205,david        ,123,DAVID        ,,WILLIAM     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,21/04/1971,59295,99100,France,Bordeaux,33044,rue du vergne
mcf-206,delcambre    ,123,DELCAMBRE    ,,RAPHAEL     ,male  ,BAL-CPF-PREX@caissedesdepots.fr,,13/06/1971,59178,99100,France,Bordeaux,33044,rue du vergne
