dgfip-118,3999999776205,123,DURAND                                              ,         ,Audrey                    ,female,durandale09877@yopmail.com    ,123456789,1978-02-15     ,75108,99100,France     ,Paris       ,75107,20 avenue de Ségur
dgfip-119,3999999899240,123,HUGO,,VICTOR JOSEPH,male ,VICTOR4JOSEPH@yopmail.com,123456789,1988-05-14,35238,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-120,3999999899241,123,VANGH,,MIRANDA,female ,MIRANDA@yopmail.com,123456789,1976-01-22,33281,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-121,3999999899242,123,HADOCK,,VICTOIRE,female ,VICTOIRE@yopmail.com,123456789,2000-05-22,71076,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-122,3999999899243,123,GOMEZ,,PABLO,male ,PABLO@yopmail.com,123456789,1964-01-23,63113,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-123,3999999899244,123,LE BRETON,,VICTOR,male ,VICTOR@yopmail.com,123456789,1989-01-18,57089,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-124,3999999899245,123,CESAR,,CLEOPATRE,female ,CLEOPATRE@yopmail.com,123456789,1992-05-25,49007,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-125,3999999899246,123,LAMARTE,,NATACHA,female ,NATACHA@yopmail.com,123456789,1941-09-30,22305,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-126,3999999899247,123,DESOUSA,,FANNY,female ,FANNY@yopmail.com,123456789,1962-10-05,75107,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-127,3999999899248,123,PRAT,,CASSANDRE,female ,CASSANDRE@yopmail.com,123456789,1972-05-28,75109,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-128,3999999899400,123,AC CENTTREIZE,,LUC,male ,LUC@yopmail.com,123456789,1940-02-18,75117,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-129,3999999899401,123,AC QUATREVGTDIXHUIT,,MARIE CHANTALE,female ,MARIE4CHANTALE@yopmail.com,123456789,1981-03-21,75101,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-130,3999999899402,123,AC SIX,,YVETTE,female ,YVETTE@yopmail.com,123456789,1971-03-14,75108,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-131,3999999899403,123,AC SEPT,,RAYMOND,male ,RAY13MOND@yopmail.com,123456789,1950-10-22,35238,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-132,3999999899404,123,AC HUIT,,LUCIEN,male ,L33UCIEN@yopmail.com,123456789,1925-11-08,33281,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-133,3999999899405,123,AC NEUF,,ALIX,male ,ALIX@yopmail.com,123456789,1964-08-17,71076,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-134,3999999899406,123,AC DIX,,GUILLAUME,male ,GUILLAUME@yopmail.com,123456789,1990-01-18,63113,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-135,3999999899407,123,AC ONZE,,REMI,male ,REMI@yopmail.com,123456789,1992-02-25,57089,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-136,3999999899408,123,AC DOUZE,,MARCEL,male ,MARCEL@yopmail.com,123456789,1943-09-08,49007,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-137,3999999899409,123,AC TREIZE,,SEBASTIEN,male ,SEBAS-13-TIEN@yopmail.com,123456789,1977-09-02,22305,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-138,3999999899410,123,AC QUATORZE,,VINCENT,male ,VINCENT@yopmail.com,123456789,1973-08-02,75107,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-139,3999999899411,123,AC QUINZE,,BARNARD,male ,BARNARD@yopmail.com,123456789,1964-10-23,75109,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-140,3999999899412,123,AC SEIZE,,FRANCOIS,male ,FRANCOIS@yopmail.com,123456789,1950-01-06,75117,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-141,3999999899413,123,AC DIXSEPT,,NINA,female ,NINA@yopmail.com,123456789,1970-08-16,75101,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-142,3999999899414,123,AC QUARANTECINQ,,ERIC,male ,ERIC@yopmail.com,123456789,1982-10-12,75108,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-143,3999999899415,123,AC QUARANTESIX,,EMMA,female ,EMMA@yopmail.com,123456789,1976-11-17,35238,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-144,3999999899416,123,AC QUARANTESEPT,,INCONNU,male ,INCONNU@yopmail.com,123456789,1967-11-12,33281,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-145,3999999899417,123,AC CINQUANTEUN,,GAUTIER,male ,GAUTIER@yopmail.com,123456789,1947-03-11,71076,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-146,3999999899418,123,AC CINQUANTESEPT,,CHARLES,male ,CHARLES@yopmail.com,123456789,1960-04-19,63113,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-147,3999999899419,123,AC CINQUANTEHUIT,,JOSEPH,male ,JOSEPH@yopmail.com,123456789,1984-12-15,57089,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-148,3999999899420,123,AC DUBOIS,,Claire Louise,female ,Claire4Louise@yopmail.com,123456789,1962-08-24,49007,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-149,3999999899421,123,AC DUBIGNOT,,Arnaud,male ,Arnaud@yopmail.com,123456789,1943-06-15,22305,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-150,3999999899422,123,AC DUBINÔRE,,Françoise,female ,Françoise@yopmail.com,123456789,1992-08-15,75107,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-151,3999999899423,123,AC DELALALALANDE,,Alexandre Nicolas,male ,Alexandre4Nicolas@yopmail.com,123456789,1991-01-07,75109,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-152,3999999899424,123,AC DURAND,,Audrey,female ,Audrey@yopmail.com,123456789,1978-02-15,75117,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-153,3999999899425,123,AC CINQ,,TATIANA,female ,TATIANA@yopmail.com,123456789,1945-09-30,75101,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-154,3999999899426,123,AC CENTDEUX,,EMILIE,female ,EMILIE@yopmail.com,123456789,1962-09-05,75108,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-155,3999999899427,123,AC CINQUANTEDEUX,,CHLOE,female ,CHLOE@yopmail.com,123456789,1972-05-17,35238,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-156,3999999899428,123,AC CENTTREIZE,,LUC,male ,L13UC@yopmail.com,123456789,1949-02-21,33281,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-157,3999999899429,123,AC QUATREVGTDIXHUIT,,MARIE,female ,MARIE@yopmail.com,123456789,1981-03-02,71076,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-158,3999999899430,123,AC SIX,,YVETTE,female ,YVETTE@yopmail.com,123456789,1971-03-25,63113,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-159,3999999899431,123,AC SEPT,,RAYMOND,male ,RAYMOND@yopmail.com,123456789,1950-10-12,57089,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-160,3999999899432,123,AC HUIT,,LUCIEN,male ,LUCIEN@yopmail.com,123456789,1925-11-18,49007,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-161,3999999899433,123,AC NEUF,,ALEX,male ,ALEX@yopmail.com,123456789,1964-08-17,22305,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-162,3999999899434,123,AC DIX,,GUILLAUME,male ,GUILLAUMEmar2@yopmail.com,123456789,1990-01-18,75107,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-163,3999999899435,123,AC ONZE,,REMI,male ,REMImars@yopmail.com,123456789,1992-02-25,75109,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-164,3999999899436,123,AC DOUZE,,MARCEL,male ,MARCEL-13@yopmail.com,123456789,1943-09-08,75117,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-165,3999999899437,123,AC TREIZE,,SEBASTIEN,male ,SEBASTIEN@yopmail.com,123456789,1977-09-02,75101,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-166,3999999899438,123,AC QUATORZE,,VINCENT,male ,VINCENTma13@yopmail.com,123456789,1973-08-02,75108,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-167,3999999899439,123,AC QUINZE,,BARNARD,male ,BARNARD13@yopmail.com,123456789,1964-10-23,35238,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-168,3999999776206,123,DAIS,,MICHELINE,female ,MICHELINE@yopmail.com,123456789,1940-09-06,33281,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-169,3999999899440,123,DURAS,,GABIN JEAN-MARIE,male ,GABIN4JEAN-MARIE@yopmail.com,123456789,1965-12-18,71076,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-170,3999999899441,123,DOS SANTOS,,ESTEBAN,male ,ESTEBAN@yopmail.com,123456789,1959-06-30,63113,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-171,3999999899442,123,PIRAZIO,,VLAD,male ,VLAD@yopmail.com,123456789,1948-10-15,57089,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-172,3999999899443,123,VICENTE,,ROBERTO,male ,ROBERTO@yopmail.com,123456789,1963-09-17,49007,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-173,3999999899444,123,VAVINO,,PRENOM PAULE,female ,PRENOM4PAULE@yopmail.com,123456789,1926-09-16,22305,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-174,3999999899445,123,VAORANATITOU,,LEA BRIGITTE,female ,LEA4BRIGITTE@yopmail.com,123456789,1973-02-17,75107,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-175,3999999899446,123,BACHELOT,,MARIE LOUISE,female ,MARIE4LOUISE@yopmail.com,123456789,1943-12-23,75109,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-176,3999999899447,123,ANDRE,,PIERRE,male ,PIERRE@yopmail.com,123456789,1989-08-30,75117,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-177,3999999899448,123,AC CIS VINGTSEPT,,PRENOM GABIN,male ,PRENOM4GABIN@yopmail.com,123456789,1973-12-06,75101,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-178,3999999899449,123,AC CIS CENTDOUZE,,PRENOM LOUIS,male ,PRENOM4LOUIS@yopmail.com,123456789,1969-06-22,75108,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-179,3999999899450,123,AC CIS TRENTEQUATRE,,ZIA,female ,ZIA@yopmail.com,123456789,1947-10-03,47008,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-180,3999999899451,123,AC VINGTCINQ,,PRENOM ELLA,female ,PRENOM4ELLA@yopmail.com,123456789,1964-09-07,54009,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-181,3999999899452,123,AC DIXNEUF,,PRENOM PAULE,female ,PRENOM4PAULE@yopmail.com,123456789,1925-09-16,37058,99100,France ,Paris ,75107,20 avenue de Ségur
dgfip-182,3999999899453,123,AC TRENTEHUIT,,PNM LEA,female ,PNM4LEA@yopmail.com,123456789,1976-02-10,51032,99100,France ,Paris ,75107,20 avenue de Ségur
